states,city,description
Nebraska,"Kearney, NE","The crime incident count of Kearney, NE was 49 for aggravated assault. The crime incident count of Kearney, NE was 1,641 for all crimes. The crime incident count of Kearney, NE was 3 for arson. The crime incident count of Kearney, NE was 114 for burglary. The crime incident count of Kearney, NE was 594 for larceny. The crime incident count of Kearney, NE was 35 for motor vehicle theft. The crime incident count of Kearney, NE was 0 for murder and nonnegligent manslaughter. The crime incident count of Kearney, NE was 743 for property crime. The crime incident count of Kearney, NE was 20 for rape (revised definition). The crime incident count of Kearney, NE was 7 for robbery. The crime incident count of Kearney, NE was 76 for violent crime."
Nebraska,"Lincoln, NE","The crime incident count of Lincoln, NE was 583 for aggravated assault. The crime incident count of Lincoln, NE was 19,472 for all crimes. The crime incident count of Lincoln, NE was 1,261 for burglary. The crime incident count of Lincoln, NE was 7,117 for larceny. The crime incident count of Lincoln, NE was 352 for motor vehicle theft. The crime incident count of Lincoln, NE was 10 for murder and nonnegligent manslaughter. The crime incident count of Lincoln, NE was 8,730 for property crime. The crime incident count of Lincoln, NE was 222 for rape (revised definition). The crime incident count of Lincoln, NE was 191 for robbery. The crime incident count of Lincoln, NE was 1,006 for violent crime."
Nebraska,"Omaha, NE","The crime incident count of Omaha, NE was 1,647 for aggravated assault. The crime incident count of Omaha, NE was 38,676 for all crimes. The crime incident count of Omaha, NE was 2,111 for burglary. The crime incident count of Omaha, NE was 11,571 for larceny. The crime incident count of Omaha, NE was 3,125 for motor vehicle theft. The crime incident count of Omaha, NE was 29 for murder and nonnegligent manslaughter. The crime incident count of Omaha, NE was 16,807 for property crime. The crime incident count of Omaha, NE was 245 for rape (legacy definition). The crime incident count of Omaha, NE was 610 for robbery. The crime incident count of Omaha, NE was 2,531 for violent crime."
New Hampshire,"Concord, NH","The crime incident count of Concord, NH was 57 for aggravated assault. The crime incident count of Concord, NH was 2,005 for all crimes. The crime incident count of Concord, NH was 9 for arson. The crime incident count of Concord, NH was 146 for burglary. The crime incident count of Concord, NH was 692 for larceny. The crime incident count of Concord, NH was 51 for motor vehicle theft. The crime incident count of Concord, NH was 1 for murder and nonnegligent manslaughter. The crime incident count of Concord, NH was 889 for property crime. The crime incident count of Concord, NH was 34 for rape (revised definition). The crime incident count of Concord, NH was 17 for robbery. The crime incident count of Concord, NH was 109 for violent crime."
New Hampshire,"Dover, NH","The crime incident count of Dover, NH was 14 for aggravated assault. The crime incident count of Dover, NH was 926 for all crimes. The crime incident count of Dover, NH was 2 for arson. The crime incident count of Dover, NH was 49 for burglary. The crime incident count of Dover, NH was 358 for larceny. The crime incident count of Dover, NH was 8 for motor vehicle theft. The crime incident count of Dover, NH was 1 for murder and nonnegligent manslaughter. The crime incident count of Dover, NH was 415 for property crime. The crime incident count of Dover, NH was 28 for rape (revised definition). The crime incident count of Dover, NH was 4 for robbery. The crime incident count of Dover, NH was 47 for violent crime."
New Hampshire,"Manchester, NH","The crime incident count of Manchester, NH was 463 for aggravated assault. The crime incident count of Manchester, NH was 7,533 for all crimes. The crime incident count of Manchester, NH was 29 for arson. The crime incident count of Manchester, NH was 456 for burglary. The crime incident count of Manchester, NH was 2,408 for larceny. The crime incident count of Manchester, NH was 146 for motor vehicle theft. The crime incident count of Manchester, NH was 5 for murder and nonnegligent manslaughter. The crime incident count of Manchester, NH was 3,010 for property crime. The crime incident count of Manchester, NH was 69 for rape (revised definition). The crime incident count of Manchester, NH was 205 for robbery. The crime incident count of Manchester, NH was 742 for violent crime."
New Hampshire,"Nashua, NH","The crime incident count of Nashua, NH was 77 for aggravated assault. The crime incident count of Nashua, NH was 2,750 for all crimes. The crime incident count of Nashua, NH was 12 for arson. The crime incident count of Nashua, NH was 122 for burglary. The crime incident count of Nashua, NH was 1,039 for larceny. The crime incident count of Nashua, NH was 57 for motor vehicle theft. The crime incident count of Nashua, NH was 0 for murder and nonnegligent manslaughter. The crime incident count of Nashua, NH was 1,218 for property crime. The crime incident count of Nashua, NH was 48 for rape (revised definition). The crime incident count of Nashua, NH was 26 for robbery. The crime incident count of Nashua, NH was 151 for violent crime."
New Hampshire,"Rochester, NH","The crime incident count of Rochester, NH was 78 for aggravated assault. The crime incident count of Rochester, NH was 2,225 for all crimes. The crime incident count of Rochester, NH was 3 for arson. The crime incident count of Rochester, NH was 136 for burglary. The crime incident count of Rochester, NH was 832 for larceny. The crime incident count of Rochester, NH was 35 for motor vehicle theft. The crime incident count of Rochester, NH was 1 for murder and nonnegligent manslaughter. The crime incident count of Rochester, NH was 1,003 for property crime. The crime incident count of Rochester, NH was 12 for rape (revised definition). The crime incident count of Rochester, NH was 17 for robbery. The crime incident count of Rochester, NH was 108 for violent crime."
New Jersey,"Bayonne, NJ","The crime incident count of Bayonne, NJ was 79 for aggravated assault. The crime incident count of Bayonne, NJ was 1,783 for all crimes. The crime incident count of Bayonne, NJ was 3 for arson. The crime incident count of Bayonne, NJ was 93 for burglary. The crime incident count of Bayonne, NJ was 599 for larceny. The crime incident count of Bayonne, NJ was 51 for motor vehicle theft. The crime incident count of Bayonne, NJ was 2 for murder and nonnegligent manslaughter. The crime incident count of Bayonne, NJ was 743 for property crime. The crime incident count of Bayonne, NJ was 10 for rape (revised definition). The crime incident count of Bayonne, NJ was 56 for robbery. The crime incident count of Bayonne, NJ was 147 for violent crime."
New Jersey,"Bergenfield, NJ","The crime incident count of Bergenfield, NJ was 5 for aggravated assault. The crime incident count of Bergenfield, NJ was 214 for all crimes. The crime incident count of Bergenfield, NJ was 0 for arson. The crime incident count of Bergenfield, NJ was 16 for burglary. The crime incident count of Bergenfield, NJ was 79 for larceny. The crime incident count of Bergenfield, NJ was 4 for motor vehicle theft. The crime incident count of Bergenfield, NJ was 1 for murder and nonnegligent manslaughter. The crime incident count of Bergenfield, NJ was 99 for property crime. The crime incident count of Bergenfield, NJ was 0 for rape (revised definition). The crime incident count of Bergenfield, NJ was 2 for robbery. The crime incident count of Bergenfield, NJ was 8 for violent crime."
New Jersey,"Clifton, NJ","The crime incident count of Clifton, NJ was 112 for aggravated assault. The crime incident count of Clifton, NJ was 3,021 for all crimes. The crime incident count of Clifton, NJ was 1 for arson. The crime incident count of Clifton, NJ was 202 for burglary. The crime incident count of Clifton, NJ was 991 for larceny. The crime incident count of Clifton, NJ was 115 for motor vehicle theft. The crime incident count of Clifton, NJ was 0 for murder and nonnegligent manslaughter. The crime incident count of Clifton, NJ was 1,308 for property crime. The crime incident count of Clifton, NJ was 7 for rape (revised definition). The crime incident count of Clifton, NJ was 83 for robbery. The crime incident count of Clifton, NJ was 202 for violent crime."
